order number,activity,timestamp,user,product,quantity
493,check stock,22-01-2014@09.08,Sue Fox,iPhone4S,1
493,ship order,22-01-2014@09.20,Sara Jones,iPhone5S,2
493,handle payment,22-01-2014@09.40,Sara Jones,iPhone5S,1
494,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
494,check stock,22-01-2014@09.11,Carol Hope,iPhone4S,2
494,ship order,22-01-2014@09.28,Pete Scott,iPhone5S,2
494,handle payment,22-01-2014@09.48,Sue Fox,iPhone5S,3
495,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
495,check stock,22-01-2014@09.20,Pete Scott,iPhone5S,1
495,ship order,22-01-2014@09.39,Sara Jones,iPhone5S,2
496,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
496,check stock,22-01-2014@09.15,Sue Fox,iPhone4S,3
496,ship order,22-01-2014@09.31,Carol Hope,iPhone5S,3
496,handle payment,22-01-2014@09.47,Carol Hope,iPhone4S,1
497,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
497,check stock,22-01-2014@09.11,Pete Scott,iPhone5S,1
497,ship order,22-01-2014@09.25,Sara Jones,iPhone5S,2
497,handle payment,22-01-2014@09.45,Pete Scott,iPhone5S,3
498,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
498,check stock,22-01-2014@09.13,Pete Scott,iPhone4S,3
498,ship order,22-01-2014@09.22,Sue Fox,iPhone5S,3
498,handle payment,22-01-2014@09.34,Sara Jones,iPhone4S,3
499,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
499,check stock,22-01-2014@09.11,Sue Fox,iPhone4S,3
499,ship order,22-01-2014@09.27,Sara Jones,iPhone4S,2
499,handle payment,22-01-2014@09.38,Pete Scott,iPhone4S,3
500,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
500,check stock,22-01-2014@09.12,Pete Scott,iPhone4S,1
500,ship order,22-01-2014@09.20,Pete Scott,iPhone5S,2
500,handle payment,22-01-2014@09.35,Pete Scott,iPhone4S,1
501,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
501,check stock,22-01-2014@09.10,Sara Jones,iPhone5S,1
501,ship order,22-01-2014@09.24,Pete Scott,iPhone4S,3
501,handle payment,22-01-2014@09.29,Pete Scott,iPhone5S,2
502,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
502,check stock,22-01-2014@09.19,Sue Fox,iPhone5S,2
502,ship order,22-01-2014@09.25,Pete Scott,iPhone4S,1
502,handle payment,22-01-2014@09.42,Sara Jones,iPhone5S,2
503,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
503,check stock,22-01-2014@09.14,Carol Hope,iPhone5S,2
503,ship order,22-01-2014@09.20,Carol Hope,iPhone4S,1
503,handle payment,22-01-2014@09.31,Pete Scott,iPhone4S,1
504,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
504,check stock,22-01-2014@09.09,Sara Jones,iPhone4S,1
504,ship order,22-01-2014@09.25,Sue Fox,iPhone4S,3
504,handle payment,22-01-2014@09.36,Sue Fox,iPhone4S,3
505,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
505,check stock,22-01-2014@09.13,Carol Hope,iPhone4S,3
505,ship order,22-01-2014@09.20,Pete Scott,iPhone4S,1
505,handle payment,22-01-2014@09.30,Sue Fox,iPhone5S,1
506,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
506,check stock,22-01-2014@09.14,Pete Scott,iPhone4S,3
506,ship order,22-01-2014@09.25,Sara Jones,iPhone4S,2
507,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
507,check stock,22-01-2014@09.15,Sue Fox,iPhone5S,3
507,ship order,22-01-2014@09.30,Sara Jones,iPhone4S,1
507,handle payment,22-01-2014@09.49,Sue Fox,iPhone4S,3
508,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
508,ship order,22-01-2014@09.11,Sara Jones,iPhone4S,2
508,handle payment,22-01-2014@09.25,Pete Scott,iPhone4S,1
509,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
509,check stock,22-01-2014@09.08,Pete Scott,iPhone4S,1
509,ship order,22-01-2014@09.26,Sue Fox,iPhone4S,1
509,handle payment,22-01-2014@09.31,Pete Scott,iPhone4S,3
510,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
510,handle payment,22-01-2014@09.20,Sara Jones,iPhone5S,3
511,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
511,check stock,22-01-2014@09.18,Sara Jones,iPhone4S,2
511,ship order,22-01-2014@09.30,Carol Hope,iPhone4S,2
511,handle payment,22-01-2014@09.36,Carol Hope,iPhone4S,1
512,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
512,check stock,22-01-2014@09.13,Pete Scott,iPhone5S,1
512,ship order,22-01-2014@09.23,Sue Fox,iPhone4S,3
512,handle payment,22-01-2014@09.42,Sue Fox,iPhone4S,2
513,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
513,check stock,22-01-2014@09.11,Sue Fox,iPhone5S,1
513,ship order,22-01-2014@09.31,Sara Jones,iPhone5S,3
513,handle payment,22-01-2014@09.50,Sara Jones,iPhone5S,3
514,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
514,check stock,22-01-2014@09.20,Sara Jones,iPhone5S,3
514,ship order,22-01-2014@09.28,Sue Fox,iPhone5S,1
514,handle payment,22-01-2014@09.38,Pete Scott,iPhone5S,1
515,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
515,check stock,22-01-2014@09.15,Carol Hope,iPhone4S,2
515,ship order,22-01-2014@09.24,Carol Hope,iPhone4S,3
515,handle payment,22-01-2014@09.32,Sara Jones,iPhone4S,2
516,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
516,check stock,22-01-2014@09.16,Sara Jones,iPhone5S,1
516,ship order,22-01-2014@09.36,Sara Jones,iPhone4S,1
516,handle payment,22-01-2014@09.52,Carol Hope,iPhone4S,1
517,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
517,check stock,22-01-2014@09.14,Sue Fox,iPhone5S,1
517,ship order,22-01-2014@09.33,Sue Fox,iPhone4S,3
517,handle payment,22-01-2014@09.43,Carol Hope,iPhone4S,3
518,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
518,check stock,22-01-2014@09.10,Pete Scott,iPhone5S,1
518,ship order,22-01-2014@09.21,Carol Hope,iPhone4S,1
518,handle payment,22-01-2014@09.28,Pete Scott,iPhone5S,2
519,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
519,check stock,22-01-2014@09.06,Sara Jones,iPhone4S,1
519,ship order,22-01-2014@09.21,Pete Scott,iPhone5S,2
519,handle payment,22-01-2014@09.30,Pete Scott,iPhone4S,1
520,check stock,22-01-2014@09.00,Pete Scott,iPhone5S,3
521,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
521,check stock,22-01-2014@09.20,Sara Jones,iPhone4S,2
521,handle payment,22-01-2014@09.25,Sara Jones,iPhone5S,2
522,check stock,22-01-2014@09.00,Sue Fox,iPhone5S,1
522,handle payment,22-01-2014@09.13,Sara Jones,iPhone4S,1
523,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
523,check stock,22-01-2014@09.18,Sara Jones,iPhone5S,1
523,ship order,22-01-2014@09.27,Sara Jones,iPhone4S,3
523,handle payment,22-01-2014@09.38,Sara Jones,iPhone4S,1
524,check stock,22-01-2014@09.00,Sara Jones,iPhone5S,2
524,ship order,22-01-2014@09.19,Sue Fox,iPhone5S,1
524,handle payment,22-01-2014@09.28,Pete Scott,iPhone4S,3
525,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
525,check stock,22-01-2014@09.09,Pete Scott,iPhone5S,2
525,ship order,22-01-2014@09.18,Pete Scott,iPhone5S,2
525,handle payment,22-01-2014@09.36,Sue Fox,iPhone4S,2
526,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
526,check stock,22-01-2014@09.10,Carol Hope,iPhone5S,1
526,ship order,22-01-2014@09.17,Carol Hope,iPhone5S,3
526,handle payment,22-01-2014@09.33,Pete Scott,iPhone4S,3
527,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
527,check stock,22-01-2014@09.16,Sara Jones,iPhone5S,1
527,ship order,22-01-2014@09.30,Sara Jones,iPhone5S,3
527,handle payment,22-01-2014@09.49,Sara Jones,iPhone5S,2
528,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
528,check stock,22-01-2014@09.09,Pete Scott,iPhone5S,2
528,ship order,22-01-2014@09.19,Pete Scott,iPhone4S,3
528,handle payment,22-01-2014@09.32,Sara Jones,iPhone5S,3
529,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
529,check stock,22-01-2014@09.05,Carol Hope,iPhone5S,3
529,handle payment,22-01-2014@09.17,Carol Hope,iPhone4S,3
530,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
530,check stock,22-01-2014@09.14,Sara Jones,iPhone4S,1
530,ship order,22-01-2014@09.30,Pete Scott,iPhone4S,2
531,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
531,ship order,22-01-2014@09.15,Pete Scott,iPhone4S,2
531,handle payment,22-01-2014@09.21,Sara Jones,iPhone5S,3
532,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
532,check stock,22-01-2014@09.15,Pete Scott,iPhone4S,2
532,ship order,22-01-2014@09.21,Carol Hope,iPhone5S,1
532,handle payment,22-01-2014@09.30,Pete Scott,iPhone5S,2
533,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
533,check stock,22-01-2014@09.17,Sue Fox,iPhone4S,3
533,ship order,22-01-2014@09.31,Sara Jones,iPhone5S,3
533,handle payment,22-01-2014@09.48,Pete Scott,iPhone4S,2
534,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
534,check stock,22-01-2014@09.11,Sue Fox,iPhone5S,2
534,ship order,22-01-2014@09.25,Carol Hope,iPhone5S,1
534,handle payment,22-01-2014@09.35,Sue Fox,iPhone5S,1
535,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
535,check stock,22-01-2014@09.17,Pete Scott,iPhone4S,2
535,ship order,22-01-2014@09.23,Pete Scott,iPhone4S,2
535,handle payment,22-01-2014@09.35,Sara Jones,iPhone5S,3
536,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
536,check stock,22-01-2014@09.17,Sara Jones,iPhone5S,3
536,ship order,22-01-2014@09.22,Carol Hope,iPhone5S,3
536,handle payment,22-01-2014@09.34,Pete Scott,iPhone4S,1
537,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
537,check stock,22-01-2014@09.10,Carol Hope,iPhone4S,1
537,ship order,22-01-2014@09.28,Sara Jones,iPhone4S,2
538,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
538,check stock,22-01-2014@09.07,Sue Fox,iPhone4S,2
538,ship order,22-01-2014@09.18,Sara Jones,iPhone4S,1
538,handle payment,22-01-2014@09.32,Carol Hope,iPhone5S,3
539,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
539,check stock,22-01-2014@09.07,Sue Fox,iPhone5S,2
539,ship order,22-01-2014@09.20,Carol Hope,iPhone5S,2
539,handle payment,22-01-2014@09.38,Carol Hope,iPhone5S,3
540,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
540,check stock,22-01-2014@09.08,Sara Jones,iPhone5S,3
540,ship order,22-01-2014@09.21,Sue Fox,iPhone4S,1
540,handle payment,22-01-2014@09.40,Sara Jones,iPhone5S,2
541,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
541,check stock,22-01-2014@09.14,Sara Jones,iPhone4S,1
541,ship order,22-01-2014@09.29,Carol Hope,iPhone4S,2
541,handle payment,22-01-2014@09.43,Pete Scott,iPhone4S,2
542,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
542,check stock,22-01-2014@09.19,Carol Hope,iPhone4S,2
542,ship order,22-01-2014@09.27,Sue Fox,iPhone5S,3
542,handle payment,22-01-2014@09.32,Carol Hope,iPhone5S,1
543,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
543,check stock,22-01-2014@09.18,Pete Scott,iPhone5S,1
543,ship order,22-01-2014@09.25,Sue Fox,iPhone5S,3
543,handle payment,22-01-2014@09.42,Sara Jones,iPhone5S,2
544,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
544,check stock,22-01-2014@09.13,Sue Fox,iPhone5S,3
544,ship order,22-01-2014@09.33,Carol Hope,iPhone5S,2
544,handle payment,22-01-2014@09.45,Pete Scott,iPhone4S,1
545,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
545,check stock,22-01-2014@09.12,Sara Jones,iPhone5S,1
545,ship order,22-01-2014@09.17,Carol Hope,iPhone5S,2
545,handle payment,22-01-2014@09.26,Sara Jones,iPhone5S,1
546,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
546,check stock,22-01-2014@09.05,Carol Hope,iPhone5S,1
546,ship order,22-01-2014@09.16,Carol Hope,iPhone4S,1
546,handle payment,22-01-2014@09.34,Sue Fox,iPhone5S,2
547,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
547,check stock,22-01-2014@09.17,Sue Fox,iPhone4S,2
547,handle payment,22-01-2014@09.31,Sue Fox,iPhone4S,1
548,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
548,check stock,22-01-2014@09.15,Pete Scott,iPhone5S,3
548,ship order,22-01-2014@09.23,Sue Fox,iPhone5S,1
548,handle payment,22-01-2014@09.31,Carol Hope,iPhone5S,3
549,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
549,check stock,22-01-2014@09.13,Carol Hope,iPhone5S,3
549,ship order,22-01-2014@09.22,Carol Hope,iPhone4S,3
549,handle payment,22-01-2014@09.37,Sara Jones,iPhone5S,2
550,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
550,check stock,22-01-2014@09.16,Sara Jones,iPhone5S,2
550,ship order,22-01-2014@09.28,Pete Scott,iPhone4S,1
550,handle payment,22-01-2014@09.39,Pete Scott,iPhone5S,3
551,check stock,22-01-2014@09.00,Carol Hope,iPhone4S,1
552,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
552,check stock,22-01-2014@09.10,Pete Scott,iPhone5S,2
552,ship order,22-01-2014@09.19,Sue Fox,iPhone5S,2
552,handle payment,22-01-2014@09.31,Sue Fox,iPhone4S,3
553,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
553,check stock,22-01-2014@09.12,Sue Fox,iPhone5S,2
553,ship order,22-01-2014@09.30,Sue Fox,iPhone4S,2
553,handle payment,22-01-2014@09.41,Carol Hope,iPhone5S,2
554,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
554,check stock,22-01-2014@09.17,Pete Scott,iPhone4S,2
554,ship order,22-01-2014@09.28,Sue Fox,iPhone4S,3
554,handle payment,22-01-2014@09.34,Sue Fox,iPhone4S,3
555,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
555,check stock,22-01-2014@09.08,Sara Jones,iPhone4S,3
555,ship order,22-01-2014@09.24,Sara Jones,iPhone4S,1
555,handle payment,22-01-2014@09.36,Sue Fox,iPhone4S,2
556,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
556,check stock,22-01-2014@09.10,Sara Jones,iPhone4S,2
556,ship order,22-01-2014@09.20,Carol Hope,iPhone4S,3
556,handle payment,22-01-2014@09.38,Sue Fox,iPhone4S,3
557,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
557,check stock,22-01-2014@09.12,Pete Scott,iPhone5S,1
557,ship order,22-01-2014@09.28,Sue Fox,iPhone5S,2
557,handle payment,22-01-2014@09.37,Carol Hope,iPhone4S,2
558,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
558,check stock,22-01-2014@09.08,Carol Hope,iPhone4S,3
558,ship order,22-01-2014@09.25,Sue Fox,iPhone4S,3
558,handle payment,22-01-2014@09.35,Sara Jones,iPhone4S,1
559,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
559,ship order,22-01-2014@09.11,Sue Fox,iPhone5S,3
559,handle payment,22-01-2014@09.16,Carol Hope,iPhone4S,3
560,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
560,check stock,22-01-2014@09.06,Sara Jones,iPhone5S,1
560,ship order,22-01-2014@09.26,Carol Hope,iPhone5S,2
560,handle payment,22-01-2014@09.46,Carol Hope,iPhone4S,3
561,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
561,ship order,22-01-2014@09.07,Sara Jones,iPhone4S,3
561,handle payment,22-01-2014@09.23,Sue Fox,iPhone5S,2
562,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
562,ship order,22-01-2014@09.12,Carol Hope,iPhone4S,2
562,handle payment,22-01-2014@09.26,Pete Scott,iPhone5S,3
563,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
563,check stock,22-01-2014@09.19,Carol Hope,iPhone5S,2
563,ship order,22-01-2014@09.27,Carol Hope,iPhone4S,3
563,handle payment,22-01-2014@09.45,Sue Fox,iPhone4S,2
564,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
564,ship order,22-01-2014@09.10,Sue Fox,iPhone5S,3
564,handle payment,22-01-2014@09.25,Sue Fox,iPhone5S,1
565,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
565,check stock,22-01-2014@09.09,Sara Jones,iPhone5S,2
565,ship order,22-01-2014@09.18,Sara Jones,iPhone4S,2
565,handle payment,22-01-2014@09.30,Sue Fox,iPhone4S,1
566,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
566,check stock,22-01-2014@09.15,Sue Fox,iPhone5S,2
566,ship order,22-01-2014@09.34,Sara Jones,iPhone5S,2
566,handle payment,22-01-2014@09.53,Sara Jones,iPhone5S,2
567,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
567,check stock,22-01-2014@09.11,Carol Hope,iPhone4S,2
567,ship order,22-01-2014@09.23,Carol Hope,iPhone5S,3
568,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
568,check stock,22-01-2014@09.20,Sue Fox,iPhone5S,3
568,ship order,22-01-2014@09.33,Pete Scott,iPhone4S,3
568,handle payment,22-01-2014@09.38,Sue Fox,iPhone4S,1
569,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
569,check stock,22-01-2014@09.10,Sue Fox,iPhone5S,3
569,handle payment,22-01-2014@09.25,Pete Scott,iPhone4S,3
570,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
570,check stock,22-01-2014@09.14,Carol Hope,iPhone5S,1
570,ship order,22-01-2014@09.29,Sara Jones,iPhone4S,1
570,handle payment,22-01-2014@09.49,Sue Fox,iPhone4S,3
571,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
571,ship order,22-01-2014@09.08,Pete Scott,iPhone4S,2
571,handle payment,22-01-2014@09.27,Sara Jones,iPhone5S,3
572,check stock,22-01-2014@09.00,Pete Scott,iPhone4S,3
572,ship order,22-01-2014@09.09,Sue Fox,iPhone4S,2
572,handle payment,22-01-2014@09.22,Sara Jones,iPhone5S,2
573,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
573,check stock,22-01-2014@09.12,Carol Hope,iPhone5S,2
573,handle payment,22-01-2014@09.23,Sue Fox,iPhone4S,3
574,check stock,22-01-2014@09.00,Sara Jones,iPhone5S,2
574,ship order,22-01-2014@09.19,Sara Jones,iPhone5S,3
575,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
575,check stock,22-01-2014@09.06,Pete Scott,iPhone4S,3
575,ship order,22-01-2014@09.13,Carol Hope,iPhone4S,1
576,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
576,check stock,22-01-2014@09.17,Sue Fox,iPhone5S,3
576,ship order,22-01-2014@09.37,Pete Scott,iPhone4S,2
577,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
577,ship order,22-01-2014@09.17,Carol Hope,iPhone5S,1
577,handle payment,22-01-2014@09.30,Sue Fox,iPhone5S,2
578,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
578,ship order,22-01-2014@09.05,Carol Hope,iPhone4S,2
578,handle payment,22-01-2014@09.16,Carol Hope,iPhone5S,3
579,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
579,check stock,22-01-2014@09.06,Pete Scott,iPhone4S,2
579,ship order,22-01-2014@09.14,Sara Jones,iPhone5S,3
579,handle payment,22-01-2014@09.22,Carol Hope,iPhone5S,2
580,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
580,check stock,22-01-2014@09.20,Pete Scott,iPhone5S,3
580,ship order,22-01-2014@09.34,Carol Hope,iPhone4S,2
580,handle payment,22-01-2014@09.47,Sara Jones,iPhone5S,1
581,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
581,check stock,22-01-2014@09.16,Sue Fox,iPhone4S,3
581,ship order,22-01-2014@09.35,Sue Fox,iPhone5S,1
581,handle payment,22-01-2014@09.42,Sara Jones,iPhone5S,3
582,check stock,22-01-2014@09.00,Pete Scott,iPhone5S,2
582,ship order,22-01-2014@09.05,Pete Scott,iPhone5S,1
582,handle payment,22-01-2014@09.17,Sue Fox,iPhone4S,2
583,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
583,check stock,22-01-2014@09.10,Sue Fox,iPhone4S,2
583,handle payment,22-01-2014@09.29,Sara Jones,iPhone5S,1
584,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
584,check stock,22-01-2014@09.05,Sue Fox,iPhone4S,3
584,handle payment,22-01-2014@09.14,Sue Fox,iPhone4S,2
585,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
585,check stock,22-01-2014@09.12,Sara Jones,iPhone5S,3
585,ship order,22-01-2014@09.21,Pete Scott,iPhone4S,3
585,handle payment,22-01-2014@09.35,Carol Hope,iPhone4S,1
586,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
586,check stock,22-01-2014@09.16,Sue Fox,iPhone4S,3
586,ship order,22-01-2014@09.24,Pete Scott,iPhone5S,3
586,handle payment,22-01-2014@09.36,Sue Fox,iPhone4S,2
587,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
587,check stock,22-01-2014@09.10,Carol Hope,iPhone4S,1
587,ship order,22-01-2014@09.24,Pete Scott,iPhone5S,3
587,handle payment,22-01-2014@09.38,Sara Jones,iPhone5S,1
588,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
588,check stock,22-01-2014@09.11,Sara Jones,iPhone5S,1
588,ship order,22-01-2014@09.17,Carol Hope,iPhone4S,2
588,handle payment,22-01-2014@09.34,Carol Hope,iPhone4S,1
589,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
589,check stock,22-01-2014@09.17,Sara Jones,iPhone4S,1
589,ship order,22-01-2014@09.35,Sue Fox,iPhone5S,1
589,handle payment,22-01-2014@09.50,Sue Fox,iPhone4S,1
590,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
590,check stock,22-01-2014@09.18,Carol Hope,iPhone4S,1
590,ship order,22-01-2014@09.26,Pete Scott,iPhone4S,1
590,handle payment,22-01-2014@09.46,Carol Hope,iPhone5S,3
591,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
591,check stock,22-01-2014@09.20,Pete Scott,iPhone5S,2
591,handle payment,22-01-2014@09.38,Carol Hope,iPhone5S,2
592,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
592,check stock,22-01-2014@09.19,Pete Scott,iPhone4S,3
592,ship order,22-01-2014@09.39,Pete Scott,iPhone4S,1
592,handle payment,22-01-2014@09.46,Sue Fox,iPhone5S,3
593,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
593,check stock,22-01-2014@09.09,Pete Scott,iPhone5S,3
593,ship order,22-01-2014@09.27,Carol Hope,iPhone5S,3
593,handle payment,22-01-2014@09.42,Sue Fox,iPhone4S,1
594,check stock,22-01-2014@09.00,Sue Fox,iPhone5S,2
594,ship order,22-01-2014@09.07,Carol Hope,iPhone4S,1
594,handle payment,22-01-2014@09.26,Sue Fox,iPhone5S,1
595,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
595,ship order,22-01-2014@09.11,Sue Fox,iPhone5S,1
595,handle payment,22-01-2014@09.21,Sara Jones,iPhone5S,1
596,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
596,check stock,22-01-2014@09.14,Sara Jones,iPhone5S,3
596,ship order,22-01-2014@09.25,Pete Scott,iPhone4S,1
596,handle payment,22-01-2014@09.45,Sue Fox,iPhone4S,3
597,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
597,check stock,22-01-2014@09.09,Pete Scott,iPhone4S,2
597,handle payment,22-01-2014@09.14,Carol Hope,iPhone5S,1
598,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
598,check stock,22-01-2014@09.17,Sara Jones,iPhone4S,3
598,ship order,22-01-2014@09.33,Sue Fox,iPhone5S,3
598,handle payment,22-01-2014@09.52,Sue Fox,iPhone5S,1
599,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
599,check stock,22-01-2014@09.14,Pete Scott,iPhone5S,1
599,ship order,22-01-2014@09.24,Pete Scott,iPhone5S,1
599,handle payment,22-01-2014@09.41,Sara Jones,iPhone4S,1
600,check stock,22-01-2014@09.00,Sue Fox,iPhone5S,1
600,handle payment,22-01-2014@09.09,Carol Hope,iPhone5S,3
601,check stock,22-01-2014@09.00,Carol Hope,iPhone5S,2
601,ship order,22-01-2014@09.19,Sue Fox,iPhone5S,1
601,handle payment,22-01-2014@09.39,Carol Hope,iPhone5S,3
602,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
602,check stock,22-01-2014@09.11,Sue Fox,iPhone5S,3
602,ship order,22-01-2014@09.22,Sue Fox,iPhone4S,3
602,handle payment,22-01-2014@09.29,Sue Fox,iPhone4S,2
603,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
603,check stock,22-01-2014@09.18,Sara Jones,iPhone4S,1
603,ship order,22-01-2014@09.24,Carol Hope,iPhone5S,1
603,handle payment,22-01-2014@09.42,Carol Hope,iPhone4S,2
604,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
604,check stock,22-01-2014@09.08,Sara Jones,iPhone4S,1
604,handle payment,22-01-2014@09.18,Sue Fox,iPhone5S,3
605,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
605,check stock,22-01-2014@09.16,Pete Scott,iPhone5S,1
605,ship order,22-01-2014@09.21,Sue Fox,iPhone5S,3
605,handle payment,22-01-2014@09.29,Pete Scott,iPhone4S,1
606,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
606,check stock,22-01-2014@09.13,Sara Jones,iPhone4S,3
606,ship order,22-01-2014@09.26,Sue Fox,iPhone4S,2
606,handle payment,22-01-2014@09.42,Carol Hope,iPhone5S,3
607,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
607,check stock,22-01-2014@09.10,Sue Fox,iPhone4S,2
607,ship order,22-01-2014@09.25,Pete Scott,iPhone5S,1
607,handle payment,22-01-2014@09.42,Pete Scott,iPhone4S,1
608,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
608,check stock,22-01-2014@09.05,Sue Fox,iPhone5S,1
608,handle payment,22-01-2014@09.14,Pete Scott,iPhone5S,2
609,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
609,check stock,22-01-2014@09.10,Sara Jones,iPhone5S,2
609,handle payment,22-01-2014@09.26,Sara Jones,iPhone4S,1
610,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
610,check stock,22-01-2014@09.11,Sue Fox,iPhone5S,3
610,handle payment,22-01-2014@09.30,Carol Hope,iPhone4S,1
611,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
